Accelerationx,Accelerationy,Accelerationz,Gyrox,Gyroy,Gyroz
0.193781,-0.71826,-9.795876,0.005755,0.041692,0.057318
-0.000299,-0.765546,-9.693674,-0.007525,-0.003335,-0.024867
0.223858,-0.777517,-9.691429,-0.019753,-0.011141,-0.005695
0.113425,-0.744148,-9.775675,-0.019886,0.032185,0.029619
0.176423,-0.686986,-9.626935,-0.012325,0.036673,0.021883
0.160112,-0.744597,-9.68709,-0.028313,-0.006943,-0.004563
0.04534,-0.681599,-9.796774,-0.001675,-0.002626,-0.034535
0.265607,-0.756119,-9.723751,0.008018,0.029786,0.022754
0.146346,-0.775272,-9.630227,-0.010243,0.026182,0.030203
0.060304,-0.717063,-9.740959,-0.01258,-0.022616,-0.042881
0.220416,-0.722001,-9.742605,0.013516,0.011541,0.001264
0.168043,-0.806247,-9.626935,0.002419,0.028349,0.02739
0.071078,-0.810288,-9.618256,-0.023674,-0.01338,-0.027284
0.167145,-0.677559,-9.729736,-0.017864,0.002644,-0.011561
0.191686,-0.664092,-9.828946,0.008557,0.030795,0.034565
0.0621,-0.78455,-9.710283,-0.007533,0.016577,0.012831
0.129586,-0.695964,-9.683349,-0.012914,-0.001999,-0.023836
0.174178,-0.680253,-9.706094,0.004207,0.010779,-0.004609
0.210091,-0.732476,-9.733028,0.015611,0.041034,0.049479
0.010175,-0.796072,-9.624391,-0.008375,-0.008248,-0.026499
0.187945,-0.765995,-9.705345,-0.013158,-0.012997,-0.025747
0.217124,-0.777816,-9.723601,0.000318,0.041242,0.034557
0.149488,-0.773177,-9.641749,-0.018763,0.020867,0.021794
0.111181,-0.788141,-9.663297,-0.019615,-0.011901,-0.037493
0.18585,-0.737264,-9.734824,-0.022016,0.035375,0.033067
0.123152,-0.719009,-9.662998,-0.006093,0.037271,0.033572
0.076914,-0.758663,-9.617658,-0.047087,-0.022302,-0.055399
0.199467,-0.634912,-9.844209,-0.030367,0.001593,-0.014211
0.208744,-0.645686,-9.802011,0.009811,0.042305,0.039506
0.170737,-0.753575,-9.64968,-0.015186,-0.009082,-0.010766
0.203058,-0.680253,-9.815778,-0.0213,-0.025551,-0.04252
0.256778,-0.656311,-9.789741,-0.009008,0.007282,0.003404
0.363619,-0.633715,-9.802161,0.00375,-0.024809,0.008079
0.114323,-0.686238,-9.836129,0.012101,-0.01044,0.026297
0.103998,-0.719458,-9.684097,0.007948,-0.022912,-0.009714
0.185251,-0.740108,-9.680954,-0.010418,-0.047505,-0.0194
0.244209,-0.739359,-9.851392,0.024487,-0.025527,0.015157
0.171784,-0.80505,-9.752631,0.030026,-0.035785,0.032242
0.005986,-0.839467,-9.56304,-0.002296,-0.048243,-0.012398
-0.007781,-0.764947,-9.602993,-0.005571,-0.013323,0.051654
-0.079308,-0.761057,-9.559598,-0.018739,-0.020409,0.007162
-0.083049,-0.687136,-9.771186,-0.02664,-0.007393,-0.014374
0.087688,-0.634164,-9.75712,-0.001992,-0.010305,-0.009276
-0.162806,-0.761356,-9.652823,-0.013962,0.013013,0.001325
0.011672,-0.668132,-9.678859,-0.018285,0.017141,-0.023725
0.038307,-0.667683,-9.769839,0.006378,0.010293,-0.009819
-0.026037,-0.729334,-9.68679,-0.013966,0.007955,-0.041632
0.160112,-0.702997,-9.827749,0.002558,-0.006977,-0.014301
0.068085,-0.707187,-9.793033,0.030155,0.027504,0.019496
0.101903,-0.766743,-9.736171,0.029806,0.016673,0.012488
-0.004339,-0.867449,-9.623194,-0.003602,-0.015326,-0.025135
0.143802,-0.770484,-9.696217,-0.000171,0.008637,0.021055
-0.019902,-0.779911,-9.67452,0.014438,0.006581,0.003684
-0.054169,-0.825251,-9.633819,-0.028059,0.021432,-0.014477
0.140959,-0.699406,-9.714324,-0.010005,0.015489,-0.017311
0.133028,-0.793977,-9.72839,-0.016034,0.002262,-0.023665
0.226102,-0.780959,-9.792883,-0.01749,0.000672,-0.003982
0.160412,-0.746392,-9.827001,0.010152,-0.008452,0.012469
0.016909,-0.761506,-9.658209,0.009551,0.011809,0.017186
0.056114,-0.790685,-9.703849,-0.010734,-0.029232,-0.011584
-0.020949,-0.786944,-9.769091,0.008258,-0.009698,0.001041
0.018405,-0.845901,-9.643844,0.009468,0.022956,0.020763
0.024989,-0.806247,-9.585186,-0.022608,-0.00088,0.003155
-0.088885,-0.784999,-9.659556,-0.024501,-0.00387,-0.020753
0.087089,-0.719158,-9.772682,-0.006516,0.012416,-0.018777
